Attribute,Value
Number Critical Scenarios,254
Number Critical Scenarios (duplicate free),65
Number All Scenarios,1000
Number All Scenarios (duplicate free),234
Number Best Critical Scenarios,132
Number Best Critical Scenarios (duplicate free),22
Number Best Scenarios,558
Number Best Scenarios (duplicate free),58
Ratio Critical/All scenarios,0.25
Ratio Critical/All scenarios (duplicate free),0.28
Ratio Best Critical/Best Scenarios,0.24
Ratio Best Critical/Best Scenarios (duplicate free),0.38
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.998969  0.792722  0.      ]
Input value of critical (first of population of interest),[-4.802262  0.215316  0.56452 ]
