n_evals,cid
40,1
80,1
120,1
160,1
200,1
240,1
280,1
320,1
360,1
400,0.5273669206795724
440,0.5273669206795724
480,0.5273626367712677
520,0.31021610661670035
560,0.2700280247664658
600,0.2697976647472035
640,0.2696718884821213
680,0.2692461368486086
720,0.26917397855566055
760,0.26917397855566055
800,0.2654298417232193
840,0.26533020388142775
880,0.2651313575167222
920,0.26283919519346666
960,0.2322265478135886
1000,0.2322265478135886
1040,0.22821037511405587
1080,0.22821037511405587
1120,0.22821037511405587
1160,0.2202418660901065
1200,0.22023788917254994
1240,0.22023788917254994
1280,0.22023788917254994
1320,0.22023788917254994
1360,0.22023788917254994
1400,0.22023788917254994
1440,0.22023788917254994
1480,0.22022582557554798
1520,0.22022582557554798
1560,0.22022582557554798
1600,0.22022582557554798
1640,0.22022582557554798
1680,0.22022582557554798
1720,0.22013580720107007
1760,0.22013580720107007
1800,0.22013580720107007
1840,0.22013580720107007
1880,0.22010497354901354
1920,0.22010497354901354
1960,0.22010497354901354
2000,0.22010497354901354
