Attribute,Value
Number Critical Scenarios,628
Number Critical Scenarios (duplicate free),204
Number All Scenarios,1000
Number All Scenarios (duplicate free),339
Number Best Critical Scenarios,7
Number Best Critical Scenarios (duplicate free),7
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.63
Ratio Critical/All scenarios (duplicate free),0.60
Ratio Best Critical/Best Scenarios,0.35
Ratio Best Critical/Best Scenarios (duplicate free),0.35
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.71452218  0.68267308]
Input value of critical (first of population of interest),[ 2.97123105  0.14107106 10.84768625]
