Attribute,Value
Number Critical Scenarios,241
Number Critical Scenarios (duplicate free),42
Number All Scenarios,1000
Number All Scenarios (duplicate free),209
Number Best Critical Scenarios,198
Number Best Critical Scenarios (duplicate free),20
Number Best Scenarios,651
Number Best Scenarios (duplicate free),71
Ratio Critical/All scenarios,0.24
Ratio Critical/All scenarios (duplicate free),0.20
Ratio Best Critical/Best Scenarios,0.30
Ratio Best Critical/Best Scenarios (duplicate free),0.28
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.97029   0.824961  0.      ]
Input value of critical (first of population of interest),[-2.803832 -4.584223  2.73859 ]
