Attribute,Value
Number Critical Scenarios,809
Number Critical Scenarios (duplicate free),205
Number All Scenarios,1000
Number All Scenarios (duplicate free),290
Number Best Critical Scenarios,352
Number Best Critical Scenarios (duplicate free),58
Number Best Scenarios,411
Number Best Scenarios (duplicate free),67
Ratio Critical/All scenarios,0.81
Ratio Critical/All scenarios (duplicate free),0.71
Ratio Best Critical/Best Scenarios,0.86
Ratio Best Critical/Best Scenarios (duplicate free),0.87
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.999335  0.739778]
Input value of critical (first of population of interest),[ 4.669747 -0.921733  1.618634]
