Attribute,Value
Number Critical Scenarios,493
Number Critical Scenarios (duplicate free),153
Number All Scenarios,1000
Number All Scenarios (duplicate free),358
Number Best Critical Scenarios,201
Number Best Critical Scenarios (duplicate free),46
Number Best Scenarios,254
Number Best Scenarios (duplicate free),57
Ratio Critical/All scenarios,0.49
Ratio Critical/All scenarios (duplicate free),0.43
Ratio Best Critical/Best Scenarios,0.79
Ratio Best Critical/Best Scenarios (duplicate free),0.81
Iteration first critical found,5
Fitness value of critical (first of population of interest),[-0.881779  0.816054]
Input value of critical (first of population of interest),[ 6.744157  0.405744 12.815092]
