n_evals,cid
20,1
40,1
60,1
80,1
100,1
120,1
140,0.7395779832765025
160,0.7390468819922577
180,0.7227886335504017
200,0.7196976059781887
220,0.7194066626487575
240,0.7110831847120163
260,0.652560323506713
280,0.6317393924271589
300,0.6125711203681665
320,0.6125711203681665
340,0.6125562730873606
360,0.6120043289965171
380,0.6117786781253891
400,0.6117786781253891
420,0.6113410123098132
440,0.610026556191811
460,0.46726083182081873
480,0.46726083182081873
500,0.46167488118180333
520,0.46167488118180333
540,0.4477842564719698
560,0.4477643247745911
580,0.44733471113640455
600,0.4356081066853266
620,0.43560757613242984
640,0.43560757613242984
660,0.36474498654960974
680,0.34548442980986127
700,0.34464603170227787
720,0.34464603170227787
740,0.3445927499606686
760,0.3445927499606686
780,0.3445927499606686
800,0.34446999888169194
820,0.3444667182077339
840,0.3439738890842446
860,0.3439738890842446
880,0.3439738890842446
900,0.34367441735423276
920,0.3234217005288817
940,0.3234217005288817
960,0.3212180805863961
980,0.3082202048574114
1000,0.3077229497079713
