Attribute,Value
Number Critical Scenarios,552
Number Critical Scenarios (duplicate free),94
Number All Scenarios,1000
Number All Scenarios (duplicate free),215
Number Best Critical Scenarios,13
Number Best Critical Scenarios (duplicate free),13
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.55
Ratio Critical/All scenarios (duplicate free),0.44
Ratio Best Critical/Best Scenarios,0.65
Ratio Best Critical/Best Scenarios (duplicate free),0.65
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.99919015  0.71221406  0.        ]
Input value of critical (first of population of interest),[-7.872986    1.51788815 20.51490707]
