n_evals,hv_all
40,0.0
80,0.3223750116167542
120,0.33436297296378464
160,0.43694769401310096
200,0.47456019652755127
240,0.47456019652755127
280,0.47456019652755127
320,0.47457960592019166
360,0.4746812227016236
400,0.475800778298732
440,0.47605008674295524
480,0.47792863123733065
520,0.4782364373041037
560,0.48097911577661173
600,0.48424046273313753
640,0.4842524128406821
680,0.4842524128406821
720,0.48493679225101677
760,0.4896504837968344
800,0.4909863093974952
840,0.4915832131996718
880,0.4920860552659522
920,0.49944608542494096
960,0.4998803205846403
1000,0.5000519240918649
1040,0.5000519240918649
1080,0.5000855936358357
1120,0.5001982776064161
1160,0.500236860951738
1200,0.5002415950368058
1240,0.5002524781889947
1280,0.5002631768340919
1320,0.5003013932347621
1360,0.5003013932347621
1400,0.5003368354804208
1440,0.5004975429468492
1480,0.5004975641539644
1520,0.5005011325770484
1560,0.5005011325770484
1600,0.5005058978921588
1640,0.5005127100593293
1680,0.5005243023624165
1720,0.5005284412488666
1760,0.5005697927787011
1800,0.5005697927787011
1840,0.5005701627252958
1880,0.5006159424470678
1920,0.5006159424470678
1960,0.5006238928963392
2000,0.5007065583507502
