Attribute,Value
Number Critical Scenarios,496
Number Critical Scenarios (duplicate free),116
Number All Scenarios,1000
Number All Scenarios (duplicate free),215
Number Best Critical Scenarios,247
Number Best Critical Scenarios (duplicate free),42
Number Best Scenarios,553
Number Best Scenarios (duplicate free),70
Ratio Critical/All scenarios,0.50
Ratio Critical/All scenarios (duplicate free),0.54
Ratio Best Critical/Best Scenarios,0.45
Ratio Best Critical/Best Scenarios (duplicate free),0.60
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.994865  0.714146  0.      ]
Input value of critical (first of population of interest),[1.981275 3.719501 1.835542]
