Attribute,Value
Number Critical Scenarios,428
Number Critical Scenarios (duplicate free),118
Number All Scenarios,1000
Number All Scenarios (duplicate free),231
Number Best Critical Scenarios,221
Number Best Critical Scenarios (duplicate free),34
Number Best Scenarios,559
Number Best Scenarios (duplicate free),66
Ratio Critical/All scenarios,0.43
Ratio Critical/All scenarios (duplicate free),0.51
Ratio Best Critical/Best Scenarios,0.40
Ratio Best Critical/Best Scenarios (duplicate free),0.52
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.880596  0.688715  0.      ]
Input value of critical (first of population of interest),[-7.512825  0.853529 12.090142]
