Index,Ego_HostVelGain,Other_Velocity_mps,Other_Time_s,Fitness_Min Adapted Distance,Fitness_Velocity At Min Adapted Distance,Fitness_Distance Archive,Critical
0,0.342483,0.679199,2.416628,-0.982767,-1.161066,-11.254015,1
1,0.349450,0.704484,2.404585,-0.999826,-1.178059,-5.873335,1
2,0.349450,0.704484,2.411643,-0.999603,-1.178059,-7.342937,1
3,0.357619,0.692620,2.411643,-0.999029,-1.205521,-9.310292,1
4,0.357619,0.702038,2.411643,-0.998659,-1.205521,-9.516981,1
5,0.431795,0.735276,1.465827,-0.959721,-2.309718,-9.516981,1
6,0.457750,0.776757,1.461333,-0.981066,-2.502616,-8.569137,1
7,0.457752,0.732091,1.485120,-0.993150,-1.472363,-8.277839,1
8,0.457812,0.732091,1.485120,-0.994906,-1.472390,-6.436774,1
9,0.457812,0.757142,1.405641,-0.980769,-2.503258,-5.627366,1
10,0.457812,0.757142,1.485120,-0.998067,-1.472390,-4.982664,1
11,0.457812,0.759873,1.485120,-0.995087,-1.472390,-6.185275,1
12,0.457812,0.761700,1.485120,-0.984205,-2.503258,-5.267225,1
13,0.457975,0.735276,1.465827,-0.999993,-1.472380,-5.160740,1
14,0.458016,0.720298,1.382645,-0.999371,-1.472380,-7.961844,1
15,0.458016,0.777093,1.461333,-0.960946,-2.411718,-9.310292,1
16,0.458117,0.732760,1.485120,-0.997222,-1.472392,-4.659050,1
17,0.460304,0.727605,1.019134,-0.986914,-2.484383,-5.873335,1
18,0.467116,0.732291,1.019659,-0.987955,-2.461964,-8.569137,1
19,0.467614,0.732291,1.405336,-0.979365,-1.489860,-9.516981,1
20,0.467614,0.732291,1.453177,-0.983960,-1.489860,-9.310292,1
21,0.474081,0.732607,0.883743,-0.987215,-2.475034,-8.569137,1
22,0.579273,0.847416,0.872714,-0.897869,-2.684931,-9.310292,1
23,0.582738,0.876899,0.847362,-0.413344,-2.086045,-11.254015,0
24,0.584987,0.876899,0.847362,-0.447966,-2.703486,-9.270482,0
25,0.593642,1.078595,0.847362,-0.583226,-3.415594,-5.288087,0
26,0.593642,1.083698,0.847362,-0.536872,-3.441827,-5.267225,0
27,0.600547,0.876899,0.847362,-0.663028,-2.644904,-9.516981,0
28,0.600547,1.199260,1.365212,-0.751741,-3.401984,-5.403521,1
29,0.600547,1.207256,1.415772,-0.809389,-3.401984,-5.053177,1
30,0.600547,1.213394,1.377123,-0.625104,-3.401984,-8.569137,0
31,0.600547,1.213394,1.462154,-0.847110,-3.356524,-5.166133,1
32,0.601008,1.199260,1.391337,-0.842650,-3.403269,-4.982162,1
33,0.601907,1.193479,1.349612,-0.781224,-3.399289,-5.403521,1
34,0.610905,0.877038,0.847362,-0.851999,-2.696203,-9.310292,1
35,0.621482,0.876899,0.847362,-0.943175,-2.711653,-8.277839,1
36,0.625053,1.121459,0.838030,-0.712646,-3.538307,-5.166133,1
37,0.625053,1.121459,0.840069,-0.717205,-3.505262,-5.166133,1
38,0.625335,1.121459,0.838220,-0.718151,-3.538221,-4.607538,1
39,0.637793,0.871475,0.847362,-0.996833,-2.732303,-5.195315,1
40,0.638155,0.857405,0.663490,-0.967851,-2.899020,-5.288087,1
41,0.638204,0.871475,0.847362,-0.963135,-2.733057,-7.342937,1
42,0.638417,1.121459,0.661579,-0.489483,-3.674566,-4.795949,0
43,0.642538,0.857394,0.663490,-0.979785,-2.821721,-4.718661,1
44,0.642538,0.860403,0.663490,-0.979130,-2.821721,-5.195315,1
45,0.648678,0.891686,0.833002,-0.971607,-2.827203,-5.195315,1
46,0.649508,0.890830,0.833002,-0.953929,-2.827853,-5.628425,1
47,0.754686,1.986082,0.264775,-0.026001,-2.099736,-11.254015,0
48,0.776534,1.986082,1.979548,-0.974046,-2.106109,-9.310292,1
49,0.992911,0.732291,1.405336,-0.000000,-2.882239,-11.254015,0
50,0.999498,0.777093,1.026233,-0.000000,-2.911632,-9.516981,0
