Attribute,Value
Number Critical Scenarios,139
Number Critical Scenarios (duplicate free),139
Number All Scenarios,1000
Number All Scenarios (duplicate free),1000
Number Best Critical Scenarios,4
Number Best Critical Scenarios (duplicate free),4
Number Best Scenarios,4
Number Best Scenarios (duplicate free),4
Ratio Critical/All scenarios,0.14
Ratio Critical/All scenarios (duplicate free),0.14
Ratio Best Critical/Best Scenarios,1.00
Ratio Best Critical/Best Scenarios (duplicate free),1.00
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.999919  0.834607  0.      ]
Input value of critical (first of population of interest),[-5.665578 -1.145901  3.034778]
