Attribute,Value
Number Critical Scenarios,291
Number Critical Scenarios (duplicate free),71
Number All Scenarios,1000
Number All Scenarios (duplicate free),252
Number Best Critical Scenarios,6
Number Best Critical Scenarios (duplicate free),6
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.29
Ratio Critical/All scenarios (duplicate free),0.28
Ratio Best Critical/Best Scenarios,0.30
Ratio Best Critical/Best Scenarios (duplicate free),0.30
Iteration first critical found,8
Fitness value of critical (first of population of interest),[-0.8697682   0.7278063  -0.92753653]
Input value of critical (first of population of interest),[7.42218688 6.64947874 6.99093244]
