Attribute,Value
Number Critical Scenarios,920
Number Critical Scenarios (duplicate free),264
Number All Scenarios,1000
Number All Scenarios (duplicate free),317
Number Best Critical Scenarios,361
Number Best Critical Scenarios (duplicate free),66
Number Best Scenarios,361
Number Best Scenarios (duplicate free),66
Ratio Critical/All scenarios,0.92
Ratio Critical/All scenarios (duplicate free),0.83
Ratio Best Critical/Best Scenarios,1.00
Ratio Best Critical/Best Scenarios (duplicate free),1.00
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-1.        0.842591]
Input value of critical (first of population of interest),[-1.470514 -7.98795   3.764544]
