Attribute,Value
Number Critical Scenarios,549
Number Critical Scenarios (duplicate free),165
Number All Scenarios,1000
Number All Scenarios (duplicate free),308
Number Best Critical Scenarios,208
Number Best Critical Scenarios (duplicate free),40
Number Best Scenarios,436
Number Best Scenarios (duplicate free),88
Ratio Critical/All scenarios,0.55
Ratio Critical/All scenarios (duplicate free),0.54
Ratio Best Critical/Best Scenarios,0.48
Ratio Best Critical/Best Scenarios (duplicate free),0.45
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.999092  0.806499]
Input value of critical (first of population of interest),[-5.042817  7.648139 13.74043 ]
