Attribute,Value
Number Critical Scenarios,592
Number Critical Scenarios (duplicate free),165
Number All Scenarios,1000
Number All Scenarios (duplicate free),303
Number Best Critical Scenarios,197
Number Best Critical Scenarios (duplicate free),41
Number Best Scenarios,263
Number Best Scenarios (duplicate free),60
Ratio Critical/All scenarios,0.59
Ratio Critical/All scenarios (duplicate free),0.54
Ratio Best Critical/Best Scenarios,0.75
Ratio Best Critical/Best Scenarios (duplicate free),0.68
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.999205  0.780714]
Input value of critical (first of population of interest),[ 1.539542 -6.579471  1.689551]
