Attribute,Value
Number Critical Scenarios,978
Number Critical Scenarios (duplicate free),292
Number All Scenarios,1000
Number All Scenarios (duplicate free),314
Number Best Critical Scenarios,20
Number Best Critical Scenarios (duplicate free),20
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.98
Ratio Critical/All scenarios (duplicate free),0.93
Ratio Best Critical/Best Scenarios,1.00
Ratio Best Critical/Best Scenarios (duplicate free),1.00
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-1.          0.82078608]
Input value of critical (first of population of interest),[-3.02321596  7.53069869  3.59504598]
