Attribute,Value
Number Critical Scenarios,421
Number Critical Scenarios (duplicate free),91
Number All Scenarios,1000
Number All Scenarios (duplicate free),224
Number Best Critical Scenarios,204
Number Best Critical Scenarios (duplicate free),25
Number Best Scenarios,500
Number Best Scenarios (duplicate free),45
Ratio Critical/All scenarios,0.42
Ratio Critical/All scenarios (duplicate free),0.41
Ratio Best Critical/Best Scenarios,0.41
Ratio Best Critical/Best Scenarios (duplicate free),0.56
Iteration first critical found,2
Fitness value of critical (first of population of interest),[-0.997829  0.746146 -1.648312]
Input value of critical (first of population of interest),[-7.786895  2.308796  3.116313]
