Attribute,Value
Number Critical Scenarios,665
Number Critical Scenarios (duplicate free),189
Number All Scenarios,1000
Number All Scenarios (duplicate free),327
Number Best Critical Scenarios,15
Number Best Critical Scenarios (duplicate free),15
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.67
Ratio Critical/All scenarios (duplicate free),0.58
Ratio Best Critical/Best Scenarios,0.75
Ratio Best Critical/Best Scenarios (duplicate free),0.75
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.75499159  0.8020896 ]
Input value of critical (first of population of interest),[-5.82360795 -6.56035049  3.65084056]
