Attribute,Value
Number Critical Scenarios,246
Number Critical Scenarios (duplicate free),246
Number All Scenarios,1000
Number All Scenarios (duplicate free),1000
Number Best Critical Scenarios,15
Number Best Critical Scenarios (duplicate free),15
Number Best Scenarios,16
Number Best Scenarios (duplicate free),16
Ratio Critical/All scenarios,0.25
Ratio Critical/All scenarios (duplicate free),0.25
Ratio Best Critical/Best Scenarios,0.94
Ratio Best Critical/Best Scenarios (duplicate free),0.94
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-1.          0.80501793  0.        ]
Input value of critical (first of population of interest),[ 0.14801602 -7.70218131  3.96390519]
