Attribute,Value
Number Critical Scenarios,519
Number Critical Scenarios (duplicate free),117
Number All Scenarios,1000
Number All Scenarios (duplicate free),181
Number Best Critical Scenarios,251
Number Best Critical Scenarios (duplicate free),33
Number Best Scenarios,643
Number Best Scenarios (duplicate free),46
Ratio Critical/All scenarios,0.52
Ratio Critical/All scenarios (duplicate free),0.65
Ratio Best Critical/Best Scenarios,0.39
Ratio Best Critical/Best Scenarios (duplicate free),0.72
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.999941  0.807234  0.      ]
Input value of critical (first of population of interest),[ 3.799851 -4.632341  1.764523]
