Attribute,Value
Number Critical Scenarios,466
Number Critical Scenarios (duplicate free),113
Number All Scenarios,1000
Number All Scenarios (duplicate free),232
Number Best Critical Scenarios,9
Number Best Critical Scenarios (duplicate free),9
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.47
Ratio Critical/All scenarios (duplicate free),0.49
Ratio Best Critical/Best Scenarios,0.45
Ratio Best Critical/Best Scenarios (duplicate free),0.45
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.83495945  0.71447246  0.        ]
Input value of critical (first of population of interest),[-3.17628781 -1.26275552 14.52959727]
