Attribute,Value
Number Critical Scenarios,697
Number Critical Scenarios (duplicate free),261
Number All Scenarios,1000
Number All Scenarios (duplicate free),362
Number Best Critical Scenarios,147
Number Best Critical Scenarios (duplicate free),46
Number Best Scenarios,240
Number Best Scenarios (duplicate free),67
Ratio Critical/All scenarios,0.70
Ratio Critical/All scenarios (duplicate free),0.72
Ratio Best Critical/Best Scenarios,0.61
Ratio Best Critical/Best Scenarios (duplicate free),0.69
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.999941  0.797138]
Input value of critical (first of population of interest),[ 2.814725 -6.504801  1.88315 ]
