Attribute,Value
Number Critical Scenarios,242
Number Critical Scenarios (duplicate free),64
Number All Scenarios,1000
Number All Scenarios (duplicate free),199
Number Best Critical Scenarios,72
Number Best Critical Scenarios (duplicate free),22
Number Best Scenarios,542
Number Best Scenarios (duplicate free),52
Ratio Critical/All scenarios,0.24
Ratio Critical/All scenarios (duplicate free),0.32
Ratio Best Critical/Best Scenarios,0.13
Ratio Best Critical/Best Scenarios (duplicate free),0.42
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.762316  0.820384  0.      ]
Input value of critical (first of population of interest),[-1.296579  6.221421 15.517387]
