Attribute,Value
Number Critical Scenarios,629
Number Critical Scenarios (duplicate free),172
Number All Scenarios,1000
Number All Scenarios (duplicate free),304
Number Best Critical Scenarios,14
Number Best Critical Scenarios (duplicate free),14
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.63
Ratio Critical/All scenarios (duplicate free),0.57
Ratio Best Critical/Best Scenarios,0.70
Ratio Best Critical/Best Scenarios (duplicate free),0.70
Iteration first critical found,2
Fitness value of critical (first of population of interest),[-0.99955517  0.77036024]
Input value of critical (first of population of interest),[-6.01376305 -0.86451719  0.83231133]
