Attribute,Value
Number Critical Scenarios,96
Number Critical Scenarios (duplicate free),96
Number All Scenarios,1000
Number All Scenarios (duplicate free),1000
Number Best Critical Scenarios,9
Number Best Critical Scenarios (duplicate free),9
Number Best Scenarios,17
Number Best Scenarios (duplicate free),17
Ratio Critical/All scenarios,0.10
Ratio Critical/All scenarios (duplicate free),0.10
Ratio Best Critical/Best Scenarios,0.53
Ratio Best Critical/Best Scenarios (duplicate free),0.53
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-1.          0.84397759  0.        ]
Input value of critical (first of population of interest),[-6.98203987  5.70185744  5.79280753]
