Attribute,Value
Number Critical Scenarios,363
Number Critical Scenarios (duplicate free),115
Number All Scenarios,1000
Number All Scenarios (duplicate free),247
Number Best Critical Scenarios,116
Number Best Critical Scenarios (duplicate free),25
Number Best Scenarios,353
Number Best Scenarios (duplicate free),36
Ratio Critical/All scenarios,0.36
Ratio Critical/All scenarios (duplicate free),0.47
Ratio Best Critical/Best Scenarios,0.33
Ratio Best Critical/Best Scenarios (duplicate free),0.69
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.981185  0.809816  0.      ]
Input value of critical (first of population of interest),[-5.799344 -6.310278  2.307797]
