RS_n_evals,RS_cid,RS_cid_sigma,NSGA-II-D_n_evals,NSGA-II-D_cid,NSGA-II-D_cid_sigma,NSGA-II_n_evals,NSGA-II_cid,NSGA-II_cid_sigma
100.0,0.36927075607570065,0.04316760400103893,100.0,0.4056797169653188,0.08463187794050904,100.0,0.38901548922044604,0.08416961276180923
200.0,0.26518149499418714,0.05278391877335018,200.0,0.31990209716832807,0.06402230492546196,200.0,0.35197456356905377,0.09555533615109779
300.0,0.21660552532941674,0.03188330812729241,300.0,0.29688642989898,0.058660273769229415,300.0,0.33822827060405425,0.09616872872150187
400.0,0.1922995615501633,0.02035969237537513,400.0,0.27683479316751364,0.05075703116963676,400.0,0.3334946995811952,0.09696263327477966
500.0,0.17513796699267964,0.011143066123724062,500.0,0.2651299404784947,0.05578695520042899,500.0,0.33236550768035217,0.09702515140905713
600.0,0.1662171536441122,0.011772423972914128,600.0,0.2586360200937076,0.06009147923765832,600.0,0.325025772477704,0.10060108362403555
700.0,0.15636231899164135,0.01334339882102784,700.0,0.2513838571625665,0.06249250648409445,700.0,0.32285609899555057,0.09911651936650537
800.0,0.15056912199919062,0.013210776630574154,800.0,0.2481732797024776,0.06366531792293195,800.0,0.3225718822754061,0.099002393249897
900.0,0.1471680232990473,0.012550706176588955,900.0,0.24254697912898213,0.06262298589840497,900.0,0.32062773706619324,0.09911157620145036
1000.0,0.14357800377172242,0.012362567765460013,1000.0,0.23752174322677494,0.06463901014334314,1000.0,0.32011729137920214,0.09885601874913445
