run,RS,NSGA-II-D,NSGA-II
1,0.1337736503827855,0.17898364459544283,0.22051782052803268
2,0.1457639342918267,0.1876667474599038,0.39862614368326876
3,0.13751852735722808,0.21392755243468925,0.45158938146098915
4,0.17113716801023232,0.18139390625437024,0.24574174927630035
5,0.15655793812865051,0.24285018462754296,0.3859192804227487
6,0.14060253743491344,0.29518298461235337,0.24439088491776026
7,0.14513521242873192,0.38195724465839664,0.22138556228683873
8,0.14243016441195014,0.22205896834148378,0.4635303185605483
9,0.13038911138544576,0.2775697676932901,0.34027396799022197
10,0.13247179388545968,0.19362643159027643,0.22919780466531275
