Attribute,Value
Number Critical Scenarios,903
Number Critical Scenarios (duplicate free),301
Number All Scenarios,1000
Number All Scenarios (duplicate free),351
Number Best Critical Scenarios,20
Number Best Critical Scenarios (duplicate free),20
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.90
Ratio Critical/All scenarios (duplicate free),0.86
Ratio Best Critical/Best Scenarios,1.00
Ratio Best Critical/Best Scenarios (duplicate free),1.00
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.98556453  0.77287389]
Input value of critical (first of population of interest),[-2.63793706  1.87923409  2.52333735]
