RS_n_evals,RS_cid,RS_cid_sigma,MOPSO_n_evals,MOPSO_cid,MOPSO_cid_sigma,NSGA-II_n_evals,NSGA-II_cid,NSGA-II_cid_sigma,NSGAII-DJ_A0.29_SEQ_n_evals,NSGAII-DJ_A0.29_SEQ_cid,NSGAII-DJ_A0.29_SEQ_cid_sigma
200.0,0.2237530737895724,0.06426675445315042,200.0,0.30154765857750826,0.07386750864322926,200.0,0.268961395761365,0.05477884679309833,200.0,0.2697460245159939,0.11489801266744823
400.0,0.15224973989913856,0.03477922604008755,400.0,0.1953215921447094,0.029682670828215844,400.0,0.25195629103598394,0.05308845072685136,400.0,0.2148635319417423,0.04948927164566827
600.0,0.12382131102306933,0.0136042046424423,600.0,0.15812326053173392,0.016156656534466098,600.0,0.24098610463661307,0.05267424874527145,600.0,0.1961037902498977,0.026778589724041922
800.0,0.11063453089826687,0.01092072665878724,800.0,0.13632281439573107,0.02158866157337389,800.0,0.2369475138986313,0.054075116399440355,800.0,0.18496781058748596,0.0327780114216353
1000.0,0.10420057612064167,0.011955569974004288,1000.0,0.1293967908946309,0.02466745599349399,1000.0,0.23555387024068,0.05467203037070022,1000.0,0.17258672350373783,0.028015767426922158
1200.0,0.09701420360103827,0.011835569537488228,1200.0,0.11958938347488501,0.025603069002731394,1200.0,0.2344835037893344,0.054554370281635206,1200.0,0.1665052479935394,0.024358656618906065
1400.0,0.08831069670206318,0.008863056829451127,1400.0,0.11511801795320993,0.027042983030963533,1400.0,0.23396182545349076,0.05446542252499885,1400.0,0.16339896161989004,0.025229867809332736
1600.0,0.0821550953697822,0.007610099806101116,1600.0,0.11055179638612755,0.0269397432628857,1600.0,0.23209593369593445,0.055049298185686,1600.0,0.16054230540219597,0.025831549907944326
1800.0,0.07678029615979384,0.005768409051211068,1800.0,0.10792584239740835,0.02817113063565138,1800.0,0.2319552996868747,0.05511455700208908,1800.0,0.15721915263992145,0.02740753817095791
2000.0,0.07337246824865178,0.004246541238171189,2000.0,0.10602731728263133,0.029160995678907883,2000.0,0.23152589503749627,0.05542349602495298,2000.0,0.1531726458619721,0.02403695885086603
