n_evals,cid
20,1
40,1
60,1
80,1
100,1
120,1
140,1
160,0.6634048265204784
180,0.644823932239388
200,0.6402941861404258
220,0.5484313253100619
240,0.5480556403140332
260,0.5478626889906731
280,0.5411719553967521
300,0.5383519810516364
320,0.5383519810516364
340,0.5352190020272416
360,0.5346699105654781
380,0.5346699105654781
400,0.5334324339202293
420,0.49893446442105704
440,0.4513864923161321
460,0.4513864923161321
480,0.4513295832845717
500,0.4475552145001496
520,0.4449478020445231
540,0.4449478020445231
560,0.44352673831559136
580,0.44352673831559136
600,0.44352673831559136
620,0.4378356565164114
640,0.4120677736438346
660,0.409748053412684
680,0.409748053412684
700,0.409748053412684
720,0.409748053412684
740,0.40863641367637743
760,0.40863641367637743
780,0.4075413615772029
800,0.4070272560892827
820,0.4059479329096489
840,0.4059479329096489
860,0.40553457895987927
880,0.40533490845828263
900,0.40533490845828263
920,0.40533490845828263
940,0.4021156825826745
960,0.4021156825826745
980,0.3202492502964876
1000,0.3202492502964876
