Attribute,Value
Number Critical Scenarios,715
Number Critical Scenarios (duplicate free),214
Number All Scenarios,1000
Number All Scenarios (duplicate free),351
Number Best Critical Scenarios,147
Number Best Critical Scenarios (duplicate free),35
Number Best Scenarios,181
Number Best Scenarios (duplicate free),44
Ratio Critical/All scenarios,0.71
Ratio Critical/All scenarios (duplicate free),0.61
Ratio Best Critical/Best Scenarios,0.81
Ratio Best Critical/Best Scenarios (duplicate free),0.80
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.985565  0.772874]
Input value of critical (first of population of interest),[-2.637937  1.879234  2.523337]
