Attribute,Value
Number Critical Scenarios,258
Number Critical Scenarios (duplicate free),81
Number All Scenarios,1000
Number All Scenarios (duplicate free),367
Number Best Critical Scenarios,120
Number Best Critical Scenarios (duplicate free),20
Number Best Scenarios,340
Number Best Scenarios (duplicate free),72
Ratio Critical/All scenarios,0.26
Ratio Critical/All scenarios (duplicate free),0.22
Ratio Best Critical/Best Scenarios,0.35
Ratio Best Critical/Best Scenarios (duplicate free),0.28
Iteration first critical found,4
Fitness value of critical (first of population of interest),[-0.988358  0.786945]
Input value of critical (first of population of interest),[-6.690195  2.191422  3.268135]
