Attribute,Value
Number Critical Scenarios,932
Number Critical Scenarios (duplicate free),263
Number All Scenarios,1000
Number All Scenarios (duplicate free),290
Number Best Critical Scenarios,329
Number Best Critical Scenarios (duplicate free),66
Number Best Scenarios,329
Number Best Scenarios (duplicate free),66
Ratio Critical/All scenarios,0.93
Ratio Critical/All scenarios (duplicate free),0.91
Ratio Best Critical/Best Scenarios,1.00
Ratio Best Critical/Best Scenarios (duplicate free),1.00
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-1.        0.825306]
Input value of critical (first of population of interest),[-1.956802  7.821367 11.981463]
