Attribute,Value
Number Critical Scenarios,413
Number Critical Scenarios (duplicate free),109
Number All Scenarios,1000
Number All Scenarios (duplicate free),210
Number Best Critical Scenarios,243
Number Best Critical Scenarios (duplicate free),35
Number Best Scenarios,519
Number Best Scenarios (duplicate free),46
Ratio Critical/All scenarios,0.41
Ratio Critical/All scenarios (duplicate free),0.52
Ratio Best Critical/Best Scenarios,0.47
Ratio Best Critical/Best Scenarios (duplicate free),0.76
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.988847  0.675648  0.      ]
Input value of critical (first of population of interest),[0.085297 2.127657 3.653874]
