Attribute,Value
Number Critical Scenarios,542
Number Critical Scenarios (duplicate free),136
Number All Scenarios,1000
Number All Scenarios (duplicate free),239
Number Best Critical Scenarios,9
Number Best Critical Scenarios (duplicate free),9
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.54
Ratio Critical/All scenarios (duplicate free),0.57
Ratio Best Critical/Best Scenarios,0.45
Ratio Best Critical/Best Scenarios (duplicate free),0.45
Iteration first critical found,2
Fitness value of critical (first of population of interest),[-0.6718564   0.816673   -2.77789902]
Input value of critical (first of population of interest),[ 2.03014153 -4.94679203  3.69086917]
