Attribute,Value
Number Critical Scenarios,362
Number Critical Scenarios (duplicate free),68
Number All Scenarios,1000
Number All Scenarios (duplicate free),217
Number Best Critical Scenarios,246
Number Best Critical Scenarios (duplicate free),22
Number Best Scenarios,601
Number Best Scenarios (duplicate free),60
Ratio Critical/All scenarios,0.36
Ratio Critical/All scenarios (duplicate free),0.31
Ratio Best Critical/Best Scenarios,0.41
Ratio Best Critical/Best Scenarios (duplicate free),0.37
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.995167  0.622059  0.      ]
Input value of critical (first of population of interest),[ 7.792528 -0.856257 14.594138]
