Attribute,Value
Number Critical Scenarios,621
Number Critical Scenarios (duplicate free),118
Number All Scenarios,1000
Number All Scenarios (duplicate free),193
Number Best Critical Scenarios,261
Number Best Critical Scenarios (duplicate free),26
Number Best Scenarios,484
Number Best Scenarios (duplicate free),38
Ratio Critical/All scenarios,0.62
Ratio Critical/All scenarios (duplicate free),0.61
Ratio Best Critical/Best Scenarios,0.54
Ratio Best Critical/Best Scenarios (duplicate free),0.68
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.999999  0.801701  0.      ]
Input value of critical (first of population of interest),[-4.228625  1.221443  3.457868]
