Attribute,Value
Number Critical Scenarios,404
Number Critical Scenarios (duplicate free),93
Number All Scenarios,1000
Number All Scenarios (duplicate free),212
Number Best Critical Scenarios,222
Number Best Critical Scenarios (duplicate free),32
Number Best Scenarios,589
Number Best Scenarios (duplicate free),59
Ratio Critical/All scenarios,0.40
Ratio Critical/All scenarios (duplicate free),0.44
Ratio Best Critical/Best Scenarios,0.38
Ratio Best Critical/Best Scenarios (duplicate free),0.54
Iteration first critical found,3
Fitness value of critical (first of population of interest),[-0.99948   0.803315 -2.955809]
Input value of critical (first of population of interest),[ 0.73004  -6.716265  2.327307]
