run,RS,NSGA-II-D,NSGA-II
1,0.21519934767690047,0.4212719164867269,0.40247115096762437
2,0.17577759361464532,0.24586587703243779,0.6213352997310947
3,0.20081350444257118,0.2711074164955821,0.6213352997310947
4,0.25721282000258405,0.30984798965165955,0.6711410023711462
5,0.18825328735165114,0.24740777213904136,0.6235285846469185
6,0.24988083753400336,0.40566028203160426,0.6333841651678505
7,0.18965751722096155,0.3445629684804874,0.501558079524093
8,0.17011847001132369,0.23883668626758506,0.6235285846469185
9,0.17933798957608868,0.33133828042596447,0.6711410023711462
10,0.24011298809743653,0.3539040630337779,0.6235285846469185
