Attribute,Value
Number Critical Scenarios,755
Number Critical Scenarios (duplicate free),198
Number All Scenarios,1000
Number All Scenarios (duplicate free),269
Number Best Critical Scenarios,172
Number Best Critical Scenarios (duplicate free),36
Number Best Scenarios,279
Number Best Scenarios (duplicate free),52
Ratio Critical/All scenarios,0.76
Ratio Critical/All scenarios (duplicate free),0.74
Ratio Best Critical/Best Scenarios,0.62
Ratio Best Critical/Best Scenarios (duplicate free),0.69
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-1.        0.791561]
Input value of critical (first of population of interest),[-3.232999  4.426551  3.202884]
