Index,Ego_HostVelGain,Other_Velocity_mps,Other_Time_s,Fitness_Critical adapted distance,Fitness_Velocity at critical distance
0,0.775547,1.626788,1.817563,-0.901290,-2.104183
1,0.775547,1.626788,1.817563,-0.901290,-2.104183
2,0.521497,1.451551,3.042466,-0.978202,-1.623445
3,0.325585,0.869735,2.776528,-0.862279,-1.694307
4,0.775547,1.626788,1.817563,-0.901290,-2.104183
5,0.521497,1.451551,3.042466,-0.978202,-1.623445
6,0.521497,1.451551,3.081465,-0.970977,-1.624062
7,0.325585,0.869735,2.776528,-0.862279,-1.694307
8,0.775547,1.626788,1.817563,-0.901290,-2.104183
9,0.521497,1.451551,3.042466,-0.978202,-1.623445
10,0.521497,1.462429,3.081465,-0.972523,-1.624062
11,0.325585,0.869735,2.776528,-0.862279,-1.694307
12,0.521497,1.451551,3.081465,-0.970977,-1.624062
13,0.775547,1.626788,1.817563,-0.901290,-2.104183
14,0.521497,1.451551,3.042466,-0.978202,-1.623445
15,0.521497,1.462429,3.081465,-0.972523,-1.624062
16,0.332202,0.871634,2.770427,-0.965264,-1.755740
17,0.515711,1.462429,3.081465,-0.983549,-1.604630
18,0.775547,1.626788,1.814503,-0.901290,-2.104183
19,0.513789,1.453255,3.042466,-0.986753,-1.598658
20,0.521497,1.451551,3.081465,-0.970977,-1.624062
21,0.325585,0.869735,2.776528,-0.862279,-1.694307
22,0.775547,1.626788,1.817563,-0.901290,-2.104183
23,0.775547,1.626788,1.814503,-0.901290,-2.104183
24,0.575897,1.646981,2.786620,-0.997029,-1.766569
25,0.781803,1.636962,1.822235,-0.820850,-2.116357
26,0.521497,1.451551,3.042466,-0.978202,-1.623445
27,0.521497,1.462429,3.081465,-0.972523,-1.624062
28,0.332202,0.871634,2.770427,-0.965264,-1.755740
29,0.515711,1.462429,3.081465,-0.983549,-1.604630
30,0.513789,1.453255,3.042466,-0.986753,-1.598658
31,0.516560,1.451585,2.972568,-0.976985,-1.607415
32,0.521497,1.451551,3.081465,-0.970977,-1.624062
33,0.325585,0.869735,2.776528,-0.862279,-1.694307
34,0.512680,1.455302,2.982397,-0.978294,-1.594614
35,0.575897,1.646981,2.786620,-0.997029,-1.766569
36,0.521497,1.451551,2.965251,-0.999255,-1.623445
37,0.782655,1.626788,1.733826,-0.976970,-2.118838
38,0.575897,1.622535,2.786620,-0.995250,-1.766569
39,0.775547,1.626788,1.817563,-0.901290,-2.104183
40,0.775547,1.626788,1.814503,-0.901290,-2.104183
41,0.781803,1.636962,1.822235,-0.820850,-2.116357
42,0.332202,0.871634,2.770427,-0.965264,-1.755740
43,0.513789,1.453255,3.042466,-0.986753,-1.598658
44,0.565093,1.612275,2.964520,-0.985977,-1.740280
45,0.521497,1.451551,3.042466,-0.978202,-1.623445
46,0.521497,1.462429,3.081465,-0.972523,-1.624062
47,0.515711,1.462429,3.081465,-0.983549,-1.604630
48,0.325585,0.869735,2.776528,-0.862279,-1.694307
49,0.575897,1.646981,2.786620,-0.997029,-1.766569
50,0.521497,1.451551,2.965251,-0.999255,-1.623445
51,0.782743,1.621884,1.727776,-0.983951,-2.119243
52,0.575897,1.646197,2.803239,-0.995685,-1.766569
53,0.782655,1.626788,1.726224,-0.983410,-2.118838
54,0.575897,1.622535,2.786620,-0.995250,-1.766569
55,0.782655,1.626788,1.733826,-0.976970,-2.118838
56,0.565093,1.612275,2.964520,-0.985977,-1.740280
57,0.521497,1.451551,3.002256,-0.990885,-1.623445
58,0.775547,1.626788,1.817563,-0.901290,-2.104183
59,0.775547,1.626788,1.814503,-0.901290,-2.104183
60,0.781803,1.636962,1.822235,-0.820850,-2.116357
61,0.332202,0.871634,2.770427,-0.965264,-1.755740
62,0.521497,1.462429,3.081465,-0.972523,-1.624062
63,0.515711,1.462429,3.081465,-0.983549,-1.604630
64,0.513789,1.453255,3.082135,-0.989651,-1.598658
