Attribute,Value
Number Critical Scenarios,514
Number Critical Scenarios (duplicate free),123
Number All Scenarios,1000
Number All Scenarios (duplicate free),261
Number Best Critical Scenarios,6
Number Best Critical Scenarios (duplicate free),6
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.51
Ratio Critical/All scenarios (duplicate free),0.47
Ratio Best Critical/Best Scenarios,0.30
Ratio Best Critical/Best Scenarios (duplicate free),0.30
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.92587411  0.69522679  0.        ]
Input value of critical (first of population of interest),[2.48819782 0.02190756 2.60841007]
