n_evals,cid
20,0.4626532659543057
40,0.3362762318203026
60,0.2697887565326081
80,0.25883681686515597
100,0.24554627617419164
120,0.24480775923501283
140,0.24004457455555642
160,0.2390355207862034
180,0.2390355207862034
200,0.2389769764513254
220,0.23751213497039317
240,0.23738378020011267
260,0.23738378020011267
280,0.23273620558528818
300,0.23273620558528818
320,0.23273620558528818
340,0.23273620558528818
360,0.23273620558528818
380,0.23273620558528818
400,0.23273620558528818
420,0.23236494808977512
440,0.23236494808977512
460,0.23236494808977512
480,0.2322563030391183
500,0.2322563030391183
520,0.23054936316981764
540,0.23048945986629138
560,0.19853805011542072
580,0.19831481594073094
600,0.19831481594073094
620,0.19831481594073094
640,0.19831481594073094
660,0.19831481594073094
680,0.1940970449562052
700,0.18120512494463878
720,0.18120512494463878
740,0.18071706116656172
760,0.18071706116656172
780,0.18071706116656172
800,0.18059047632689426
820,0.18017492737025598
840,0.18017492737025598
860,0.18017492737025598
880,0.17897382453768407
900,0.17887122831907928
920,0.17887122831907928
940,0.17887122831907928
960,0.17408185884942948
980,0.17408185884942948
1000,0.17384156103940987
