n_evals,cid
20,1
40,1
60,1
80,0.5475190859332513
100,0.5132927398884559
120,0.5003844970636434
140,0.5002724139858775
160,0.4996155571159949
180,0.49855722742959946
200,0.49855722742959946
220,0.4983290372879493
240,0.4975985998460913
260,0.497597394482921
280,0.49740352272213
300,0.4973866311643069
320,0.49722379154098845
340,0.4972066662256934
360,0.4972066662256934
380,0.4964032183088315
400,0.4964032183088315
420,0.49638769296894364
440,0.49638769296894364
460,0.49638769296894364
480,0.49638769296894364
500,0.49638769296894364
520,0.49638769296894364
540,0.49638769296894364
560,0.4963673475710189
580,0.4963673475710189
600,0.4963673475710189
620,0.4963673475710189
640,0.4963673475710189
660,0.4963673475710189
680,0.45727810553265213
700,0.4550534010150823
720,0.4507659973568915
740,0.4474410701299602
760,0.4456954953675655
780,0.44128321934455345
800,0.44128321934455345
820,0.4405081886321494
840,0.4404411479323985
860,0.4403312844660762
880,0.4403292713468378
900,0.4403067322271939
920,0.44017887210008905
940,0.44017887210008905
960,0.44017887210008905
980,0.43955966026354903
1000,0.439552398638211
