RS_n_evals,RS_cid,RS_cid_sigma,MOPSO_n_evals,MOPSO_cid,MOPSO_cid_sigma,NSGA-II_n_evals,NSGA-II_cid,NSGA-II_cid_sigma,NSGAII-DJ_A0.29_SEQ_n_evals,NSGAII-DJ_A0.29_SEQ_cid,NSGAII-DJ_A0.29_SEQ_cid_sigma
200.0,0.6441849877849729,0.2828621605389252,200.0,0.7965332371615528,0.27346476720083335,200.0,0.6645846488616779,0.26493258274351783,200.0,0.5967761252298045,0.24263316419058684
400.0,0.45895762421756015,0.191518064149569,400.0,0.559320203291649,0.2816795536927126,400.0,0.5350801059393806,0.19910409681791014,400.0,0.518166217390591,0.23859737443320597
600.0,0.32820329738319487,0.110030145596894,600.0,0.48716171441720046,0.26797699415732207,600.0,0.4129191455257108,0.14395476748270067,600.0,0.46081569455838967,0.185841185038042
800.0,0.2778086547321022,0.08946697788263912,800.0,0.42147476100665776,0.26007756373467666,800.0,0.3851060349238719,0.13470837601598143,800.0,0.3747567339747496,0.1447820184287996
1000.0,0.2630924348329844,0.08737854573825538,1000.0,0.3946160152818724,0.2173383044641841,1000.0,0.37837763103240246,0.13950103908126635,1000.0,0.35348327812213337,0.14357531346554578
1200.0,0.24238227453968442,0.08242843637328581,1200.0,0.36546401841873105,0.2055523789110393,1200.0,0.375074544039257,0.1391928038337242,1200.0,0.3440295517050538,0.13457525322456745
1400.0,0.22556304901021024,0.06952061876099876,1400.0,0.363357304718236,0.2069587687408551,1400.0,0.36110296344312887,0.14852422703131224,1400.0,0.3178552946086589,0.1361101548307541
1600.0,0.20763953309305,0.06771922213955489,1600.0,0.3575966401267026,0.20806608917810504,1600.0,0.3493967973720101,0.15187207521056403,1600.0,0.29802141500373736,0.14407630187859552
1800.0,0.1996153734552013,0.06583111352883889,1800.0,0.3472332147019034,0.2131505786411454,1800.0,0.3487601137724131,0.15230672803041823,1800.0,0.29049983874208885,0.14987068522520117
2000.0,0.18481289446524446,0.04107933496396091,2000.0,0.3461007739161852,0.21381544238235903,2000.0,0.34801953737444336,0.15289028049396314,2000.0,0.28523434811008996,0.15136803301733412
