RS_n_evals,RS_cid,RS_cid_sigma,NSGA-II-D_n_evals,NSGA-II-D_cid,NSGA-II-D_cid_sigma,NSGA-II_n_evals,NSGA-II_cid,NSGA-II_cid_sigma
100.0,0.33789525965585077,0.0471232538514832,100.0,0.36252282767275595,0.04483266949651318,100.0,0.3691768817530694,0.07429303632651296
200.0,0.2512454092361582,0.04910058218090392,200.0,0.3051347243986827,0.04443933024463633,200.0,0.3407783959141616,0.08829635089974532
300.0,0.2035557101976591,0.019843277814134395,300.0,0.2859134047276056,0.04383192487105118,300.0,0.32792834371884183,0.08840294030128211
400.0,0.18403570777327455,0.01605437093673531,400.0,0.27592006201897984,0.04729966787703693,400.0,0.323096299652366,0.08888810300227162
500.0,0.1683437980036977,0.012004123631652071,500.0,0.26340755580591135,0.05472789419801153,500.0,0.321850911575193,0.0891469046732157
600.0,0.15904974748255904,0.011277129644105884,600.0,0.25676178252289217,0.05843669179457454,600.0,0.31453692470213646,0.09219676424007216
700.0,0.14904838401061263,0.01147645892005001,700.0,0.25205530820489475,0.06002641962511432,700.0,0.312402933532624,0.09046332499243258
800.0,0.14351221226682168,0.010520004098017385,800.0,0.2491352613466991,0.061102136345606683,800.0,0.3120880504855625,0.09027009444127344
900.0,0.1398212833999772,0.010549799395719681,900.0,0.2430889361180184,0.061457238530464316,900.0,0.3104870717944599,0.08976493540805028
1000.0,0.13652902092753974,0.010634946750205414,1000.0,0.23784244462308454,0.06406292479629681,1000.0,0.309964898120503,0.08943012235968104
