run,RS,NSGA-II-D,NSGA-II
1,0.17808530684039894,0.3956402085245305,0.351419588054223
2,0.17917050513991922,0.3186364682583416,0.4690867835980977
3,0.1969740486819795,0.3227994890808301,0.4625134432888049
4,0.1962431314457858,0.3155878490023861,0.38136886137708986
5,0.17113301222897814,0.46202701062227697,0.49285615165130986
6,0.15792266455127127,0.2580928450464786,0.46566111831536444
7,0.16528805279726652,0.2567152826426368,0.44752208435667445
8,0.15569390648196552,0.3790887448269438,0.49285615165130986
9,0.17305743716775873,0.4273787074302606,0.49285615165130986
10,0.1880251004220026,0.3950151579931306,0.2975418093725689
