n_evals,cid
40,0.41336688569488655
80,0.33258119889169435
120,0.327318147818175
160,0.32429060371457924
200,0.31650444002805506
240,0.31512025878492406
280,0.31229799676841347
320,0.3120830372226732
360,0.3119407317739465
400,0.3117899540727089
440,0.3117899504288643
480,0.31036246882831303
520,0.30973977605847625
560,0.30865567684328143
600,0.30863673044316026
640,0.308576081942164
680,0.3085760615438883
720,0.30844110325704094
760,0.3071196465319556
800,0.3069763064395962
840,0.30696899982995884
880,0.30648689165267207
920,0.30631990845556467
960,0.3062884344295046
1000,0.30622036991765883
1040,0.306094128728889
1080,0.306094128728889
1120,0.30530611220574466
1160,0.3052773179625646
1200,0.3052732120169638
1240,0.30524038922924185
1280,0.30508674159289234
1320,0.3041050958294237
1360,0.30393240596165694
1400,0.3038912896070375
1440,0.30384135806261564
1480,0.30384135806261564
1520,0.3026266474948356
1560,0.30248858815928503
1600,0.30248858815928503
1640,0.3024881190986324
1680,0.3024881190986324
1720,0.3024740235768098
1760,0.30247398713198675
1800,0.30247398713198675
1840,0.30246826377481784
1880,0.3023766330727235
1920,0.30235063349790225
1960,0.30235063349790225
2000,0.30235063349790225
