run,RS,NSGA-II-D,NSGA-II
1,0.10210519571705388,0.27852682355569497,0.21036009369804498
2,0.09577786343356329,0.1960010624375693,0.2555322774781118
3,0.10228012082847897,0.1814102978871754,0.25045035100701907
4,0.10232717523087481,0.24170916992603442,0.3051051986521394
5,0.09818989042597835,0.15272071739792054,0.29078079577550975
6,0.09963117889833585,0.22541114447399654,0.37524190999504803
7,0.11857241775612556,0.17147495052157172,0.23035722357787686
8,0.09567551778407096,0.228132369862717,0.26981077063449904
9,0.09732564296883492,0.18042664783032944,0.27566155402787484
10,0.1078508944264445,0.17034139405333787,0.3216064914994329
