Attribute,Value
Number Critical Scenarios,362
Number Critical Scenarios (duplicate free),90
Number All Scenarios,1000
Number All Scenarios (duplicate free),193
Number Best Critical Scenarios,167
Number Best Critical Scenarios (duplicate free),24
Number Best Scenarios,613
Number Best Scenarios (duplicate free),47
Ratio Critical/All scenarios,0.36
Ratio Critical/All scenarios (duplicate free),0.47
Ratio Best Critical/Best Scenarios,0.27
Ratio Best Critical/Best Scenarios (duplicate free),0.51
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.999951  0.816218  0.      ]
Input value of critical (first of population of interest),[ 2.391071 -5.441978  2.477306]
