Attribute,Value
Number Critical Scenarios,637
Number Critical Scenarios (duplicate free),205
Number All Scenarios,1000
Number All Scenarios (duplicate free),347
Number Best Critical Scenarios,188
Number Best Critical Scenarios (duplicate free),39
Number Best Scenarios,309
Number Best Scenarios (duplicate free),66
Ratio Critical/All scenarios,0.64
Ratio Critical/All scenarios (duplicate free),0.59
Ratio Best Critical/Best Scenarios,0.61
Ratio Best Critical/Best Scenarios (duplicate free),0.59
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.948963  0.706883]
Input value of critical (first of population of interest),[1.927671 4.824285 1.98625 ]
