Attribute,Value
Number Critical Scenarios,634
Number Critical Scenarios (duplicate free),176
Number All Scenarios,1000
Number All Scenarios (duplicate free),298
Number Best Critical Scenarios,13
Number Best Critical Scenarios (duplicate free),13
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.63
Ratio Critical/All scenarios (duplicate free),0.59
Ratio Best Critical/Best Scenarios,0.65
Ratio Best Critical/Best Scenarios (duplicate free),0.65
Iteration first critical found,2
Fitness value of critical (first of population of interest),[-0.99515313  0.7382181 ]
Input value of critical (first of population of interest),[-4.1699064   2.58574085  2.74538887]
