n_evals,cid
40,1
80,1
120,0.6145299413502433
160,0.6145299413502433
200,0.3491013109289962
240,0.31938376338982205
280,0.30835270928629915
320,0.21423259222841373
360,0.2142146496275972
400,0.21255263787531772
440,0.21255263787531772
480,0.21251109733026338
520,0.21251109733026338
560,0.20986397669178056
600,0.20914775718668027
640,0.2086810014071546
680,0.2086810014071546
720,0.2086810014071546
760,0.2086810014071546
800,0.2086810014071546
840,0.2086810014071546
880,0.2086810014071546
920,0.2086497134764196
960,0.2086497134764196
1000,0.2086497134764196
1040,0.2086497134764196
1080,0.2086497134764196
1120,0.2082755499755155
1160,0.2081314795331442
1200,0.20809851562938114
1240,0.20809851562938114
1280,0.20808895128890453
1320,0.20808895128890453
1360,0.2080844042565054
1400,0.20709356150505226
1440,0.20709356150505226
1480,0.20709356150505226
1520,0.20709356150505226
1560,0.20709356150505226
1600,0.2070640660425343
1640,0.2070640660425343
1680,0.20704243323745095
1720,0.20704243323745095
1760,0.20704243323745095
1800,0.20704243323745095
1840,0.20704243323745095
1880,0.20704243323745095
1920,0.20704243323745095
1960,0.20704243323745095
2000,0.20702851777876496
