RS_n_evals,RS_cid,RS_cid_sigma,MOPSO_n_evals,MOPSO_cid,MOPSO_cid_sigma,NSGA-II_n_evals,NSGA-II_cid,NSGA-II_cid_sigma,NSGAII-DJ_A0.29_SEQ_n_evals,NSGAII-DJ_A0.29_SEQ_cid,NSGAII-DJ_A0.29_SEQ_cid_sigma
200.0,0.7506150798217109,0.26760666041495845,200.0,0.8960658706113067,0.17336255011534418,200.0,0.6913801508671077,0.23792443939577704,200.0,0.7084896705451706,0.27558570896686513
400.0,0.6133952692180821,0.2486550716889914,400.0,0.7101728422507549,0.24673383778519944,400.0,0.5823597695634791,0.20428109039302506,400.0,0.6300308688704886,0.23749057832744702
600.0,0.41794429679222905,0.2258725656631225,600.0,0.6503563200795469,0.26888608558291527,600.0,0.522755716868432,0.2201618626262005,600.0,0.6084460598201128,0.25306512165490397
800.0,0.3828887026741336,0.24344814782003144,800.0,0.5349323738448243,0.2783993677607343,800.0,0.48553788370342116,0.22035624021885689,800.0,0.43107864705966026,0.15692766250212575
1000.0,0.36331828874658156,0.2454173220107214,1000.0,0.5244285220150544,0.27102978961495217,1000.0,0.47603774887229394,0.2208589934123487,1000.0,0.3998610102936266,0.14958834044199398
1200.0,0.34775904151622694,0.24906721969539558,1200.0,0.46328081576981217,0.2582969754854334,1200.0,0.4726451958042673,0.2221633341879699,1200.0,0.39657757418506306,0.14816614465792505
1400.0,0.34366008870720854,0.2491676809933797,1400.0,0.4618808646336324,0.25841925712931957,1400.0,0.47062480699946735,0.22365574920752682,1400.0,0.35377274986064833,0.13993230364354647
1600.0,0.28998286567039533,0.14579615850764127,1600.0,0.4529430027409068,0.261840448609416,1600.0,0.4403745281907689,0.22266644763866583,1600.0,0.334041548383039,0.14818475420921953
1800.0,0.2840583657781181,0.1495561545470179,1800.0,0.4429776789214698,0.26797837009159176,1800.0,0.43952307605646607,0.2229689152909896,1800.0,0.32751386554924994,0.15339285887957915
2000.0,0.2592188518268418,0.14332049347805495,2000.0,0.44266125054736866,0.2681971580480605,2000.0,0.4374828323994027,0.22480189054343166,2000.0,0.3197599988198165,0.15549542540808278
