Attribute,Value
Number Critical Scenarios,318
Number Critical Scenarios (duplicate free),75
Number All Scenarios,1000
Number All Scenarios (duplicate free),217
Number Best Critical Scenarios,84
Number Best Critical Scenarios (duplicate free),22
Number Best Scenarios,437
Number Best Scenarios (duplicate free),46
Ratio Critical/All scenarios,0.32
Ratio Critical/All scenarios (duplicate free),0.35
Ratio Best Critical/Best Scenarios,0.19
Ratio Best Critical/Best Scenarios (duplicate free),0.48
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.997158  0.826553  0.      ]
Input value of critical (first of population of interest),[-0.351218 -4.644718  1.706113]
