Attribute,Value
Number Critical Scenarios,185
Number Critical Scenarios (duplicate free),69
Number All Scenarios,1000
Number All Scenarios (duplicate free),253
Number Best Critical Scenarios,88
Number Best Critical Scenarios (duplicate free),24
Number Best Scenarios,511
Number Best Scenarios (duplicate free),64
Ratio Critical/All scenarios,0.18
Ratio Critical/All scenarios (duplicate free),0.27
Ratio Best Critical/Best Scenarios,0.17
Ratio Best Critical/Best Scenarios (duplicate free),0.38
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.999722  0.833987  0.      ]
Input value of critical (first of population of interest),[ 6.114794 -7.822998  3.54964 ]
