Attribute,Value
Number Critical Scenarios,672
Number Critical Scenarios (duplicate free),215
Number All Scenarios,1000
Number All Scenarios (duplicate free),318
Number Best Critical Scenarios,204
Number Best Critical Scenarios (duplicate free),47
Number Best Scenarios,312
Number Best Scenarios (duplicate free),66
Ratio Critical/All scenarios,0.67
Ratio Critical/All scenarios (duplicate free),0.68
Ratio Best Critical/Best Scenarios,0.65
Ratio Best Critical/Best Scenarios (duplicate free),0.71
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.978139  0.753492]
Input value of critical (first of population of interest),[-1.172972  3.380557  1.86788 ]
