Attribute,Value
Number Critical Scenarios,303
Number Critical Scenarios (duplicate free),112
Number All Scenarios,1000
Number All Scenarios (duplicate free),374
Number Best Critical Scenarios,99
Number Best Critical Scenarios (duplicate free),27
Number Best Scenarios,291
Number Best Scenarios (duplicate free),58
Ratio Critical/All scenarios,0.30
Ratio Critical/All scenarios (duplicate free),0.30
Ratio Best Critical/Best Scenarios,0.34
Ratio Best Critical/Best Scenarios (duplicate free),0.47
Iteration first critical found,4
Fitness value of critical (first of population of interest),[-0.997169  0.834681]
Input value of critical (first of population of interest),[-1.22068   5.701349  5.527114]
