n_evals,cid
20,0.3816543500575934
40,0.32209365217816277
60,0.29970562316012755
80,0.29287038923010933
100,0.2882486880414905
120,0.2871147701202875
140,0.2852601777783598
160,0.28346347165899044
180,0.28342180791832255
200,0.28342180791832255
220,0.28330192439741364
240,0.2828602606691357
260,0.28177518770037946
280,0.2804919632215543
300,0.27978060955332185
320,0.2795467154055313
340,0.25997514866474414
360,0.2542573748640373
380,0.2542312998831591
400,0.2532502828692989
420,0.25081164385118
440,0.2501066983078133
460,0.25006503354364285
480,0.2500446875278136
500,0.24999001853427483
520,0.24928388485432093
540,0.24908212342790792
560,0.24713349285713768
580,0.24712619457960042
600,0.24704923221853345
620,0.24699841259580074
640,0.24573506348728094
660,0.2457213369708206
680,0.2447287832744579
700,0.24471186505607367
720,0.244645192520106
740,0.242748055421358
760,0.24272714157117628
780,0.24245122995753918
800,0.24215454645783396
820,0.24196856629508637
840,0.24193441517642122
860,0.24193206730044242
880,0.24088196033451026
900,0.24086382245546767
920,0.24085370199030734
940,0.24084234341251684
960,0.23736620543581397
980,0.23736545920952876
1000,0.23736545920952876
