Attribute,Value
Number Critical Scenarios,716
Number Critical Scenarios (duplicate free),271
Number All Scenarios,1000
Number All Scenarios (duplicate free),385
Number Best Critical Scenarios,12
Number Best Critical Scenarios (duplicate free),12
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.72
Ratio Critical/All scenarios (duplicate free),0.70
Ratio Best Critical/Best Scenarios,0.60
Ratio Best Critical/Best Scenarios (duplicate free),0.60
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.98188573  0.7356998 ]
Input value of critical (first of population of interest),[ 0.69701939 -6.44441787  2.16406784]
