n_evals,cid
20,1
40,1
60,1
80,1
100,0.7105722200496892
120,0.6649188459024209
140,0.5350227121209616
160,0.5158859525725087
180,0.5097929732039431
200,0.501606715916287
220,0.5015090428688137
240,0.4892087963937739
260,0.4891657010770151
280,0.4891150109278059
300,0.4881834279080362
320,0.48681662557299393
340,0.48140231146839985
360,0.4814022589412897
380,0.4805726914049664
400,0.4800161396066569
420,0.4774293215357209
440,0.47742304184821244
460,0.47742304184821244
480,0.4773480256923127
500,0.46554679836519697
520,0.43601168236654375
540,0.4304029964817433
560,0.4304029964817433
580,0.43020290223761454
600,0.4292832625564177
620,0.4277996088752926
640,0.4277996088752926
660,0.4274047964595731
680,0.4265833655070053
700,0.4265833655070053
720,0.4248978688240865
740,0.4248978688240865
760,0.4248978688240865
780,0.424551248184442
800,0.424551248184442
820,0.4243974546735646
840,0.42426382470167096
860,0.42426382470167096
880,0.4242441385756199
900,0.4242441385756199
920,0.42360683285362044
940,0.4235663899981433
960,0.4235663899981433
980,0.4235663899981433
1000,0.42341292480245857
